old_url,language,old_page_title,target_url,http_status,reason,test_status
"https://www.dentvitalis.com/contatti","it","Contatti da Studio Dentistico DentVitalis","https://www.dentvitalis.com/contatti/","301","Zadržati istu sadržajnu namjenu i kanonsku putanju sa završnim /. Ažuriran sadržaj nije doslovna kopija starog; poslovne i pravne razlike provjeriti prije produkcije. Za stari oblik bez / predvidjeti jedan kanonski 301, ne dodatnu sadržajnu redirekciju.","proposal-only:target-route-exists:not-deployed"
"https://www.dentvitalis.com/corona-su-dente-naturale","it","Corona su dente naturale - DentVitalis","","","Nova skupna stranica ima odgovarajuće odjeljke, ali stari članci imaju dodatne indikacije, konstrukcije i postupke za pojedinu uslugu. Predloženi kandidat nije automatski ekvivalent: potvrditi spajanje ili očuvati/dopuniti zaseban sadržaj prije 301. Ne slati parcijalne mostove na paket za cijelu čeljust.","proposal-only:owner-decision-required:not-deployed"
"https://www.dentvitalis.com/corona-su-impianto","it","Corona su impianto","","","Nova skupna stranica ima odgovarajuće odjeljke, ali stari članci imaju dodatne indikacije, konstrukcije i postupke za pojedinu uslugu. Predloženi kandidat nije automatski ekvivalent: potvrditi spajanje ili očuvati/dopuniti zaseban sadržaj prije 301. Ne slati parcijalne mostove na paket za cijelu čeljust.","proposal-only:owner-decision-required:not-deployed"
"https://www.dentvitalis.com/corone","it","Corona Dentale - Corone in Ceramica in Zirconio o in Metallo","","","Nova skupna stranica ima odgovarajuće odjeljke, ali stari članci imaju dodatne indikacije, konstrukcije i postupke za pojedinu uslugu. Predloženi kandidat nije automatski ekvivalent: potvrditi spajanje ili očuvati/dopuniti zaseban sadržaj prije 301. Ne slati parcijalne mostove na paket za cijelu čeljust.","proposal-only:owner-decision-required:not-deployed"
"https://www.dentvitalis.com/croazia-e-fiume","it","Croazie e Fiume(Rijeka) - DentVitalis","","","Stari turistički članak o Rijeci i Hrvatskoj nije isti sadržaj kao nova FAQ zbirka. Pregledati opseg i zastarjele podatke; bez automatskog 301 na FAQ ili naslovnicu.","proposal-only:owner-decision-required:not-deployed"
"https://www.dentvitalis.com/de","de","Zahnärzte Kroatien - Dentvitalis Kroatien, Rijeka","","","Nema odobrene nove stranice na istom jeziku. Prije zamjene starog servera odlučiti o očuvanju postojeće verzije ili izradi prijevoda. Ne preusmjeravati na IT/HR niti automatski ukloniti cijeli jezik.","proposal-only:owner-decision-required:not-deployed"
"https://www.dentvitalis.com/de/","de","Zahnärzte Kroatien - Dentvitalis Kroatien, Rijeka","","","Nema odobrene nove stranice na istom jeziku. Prije zamjene starog servera odlučiti o očuvanju postojeće verzije ili izradi prijevoda. Ne preusmjeravati na IT/HR niti automatski ukloniti cijeli jezik.","proposal-only:owner-decision-required:not-deployed"
"https://www.dentvitalis.com/de/all-on-four","de","All On Four Implantologie - DentVitalis - DentVitalis","","","Nema odobrene nove stranice na istom jeziku. Prije zamjene starog servera odlučiti o očuvanju postojeće verzije ili izradi prijevoda. Ne preusmjeravati na IT/HR niti automatski ukloniti cijeli jezik.","proposal-only:owner-decision-required:not-deployed"
"https://www.dentvitalis.com/de/bruxism","de","Bruxism - DentVitalis - DentVitalis","","","Nema odobrene nove stranice na istom jeziku. Prije zamjene starog servera odlučiti o očuvanju postojeće verzije ili izradi prijevoda. Ne preusmjeravati na IT/HR niti automatski ukloniti cijeli jezik.","proposal-only:owner-decision-required:not-deployed"
"https://www.dentvitalis.com/de/dank","de","Danke - DentVitalis","","","Nema odobrene nove stranice na istom jeziku. Prije zamjene starog servera odlučiti o očuvanju postojeće verzije ili izradi prijevoda. Ne preusmjeravati na IT/HR niti automatski ukloniti cijeli jezik.","proposal-only:owner-decision-required:not-deployed"
"https://www.dentvitalis.com/de/datenschutzerklarung","de","Datenschutzerklärung - DentVitalis - DentVitalis","","","Nema odobrene nove stranice na istom jeziku. Prije zamjene starog servera odlučiti o očuvanju postojeće verzije ili izradi prijevoda. Ne preusmjeravati na IT/HR niti automatski ukloniti cijeli jezik.","proposal-only:owner-decision-required:not-deployed"
"https://www.dentvitalis.com/de/desinfektion","de","Desinfektion - DentVitalis - DentVitalis","","","Nema odobrene nove stranice na istom jeziku. Prije zamjene starog servera odlučiti o očuvanju postojeće verzije ili izradi prijevoda. Ne preusmjeravati na IT/HR niti automatski ukloniti cijeli jezik.","proposal-only:owner-decision-required:not-deployed"
"https://www.dentvitalis.com/de/die-erste-kontrolle","de","Die erste Kontrolle - DentVitalis - DentVitalis","","","Nema odobrene nove stranice na istom jeziku. Prije zamjene starog servera odlučiti o očuvanju postojeće verzije ili izradi prijevoda. Ne preusmjeravati na IT/HR niti automatski ukloniti cijeli jezik.","proposal-only:owner-decision-required:not-deployed"
"https://www.dentvitalis.com/de/dreigliedrige-brucke","de","Dreigliedrige brucke (Kronen) - DentVitalis - DentVitalis","","","Nema odobrene nove stranice na istom jeziku. Prije zamjene starog servera odlučiti o očuvanju postojeće verzije ili izradi prijevoda. Ne preusmjeravati na IT/HR niti automatski ukloniti cijeli jezik.","proposal-only:owner-decision-required:not-deployed"
"https://www.dentvitalis.com/de/faq","de","Häufige Fragen und Antworten - DentVitalis - DentVitalis","","","Nema odobrene nove stranice na istom jeziku. Prije zamjene starog servera odlučiti o očuvanju postojeće verzije ili izradi prijevoda. Ne preusmjeravati na IT/HR niti automatski ukloniti cijeli jezik.","proposal-only:owner-decision-required:not-deployed"
"https://www.dentvitalis.com/de/fehler","de","","","","Inventar od 9. rujna bilježi HTTP 404, ne dokazan trajno uklonjen sadržaj. Provjeriti stari sadržaj, sitemap, promet i backlinkove; zatim odlučiti obnova, stvarni ekvivalent ili uklanjanje. Bez automatskog 301/410.","proposal-only:owner-decision-required:not-deployed"
"https://www.dentvitalis.com/de/garantien","de","Garantien - DentVitalis - DentVitalis","","","Nema odobrene nove stranice na istom jeziku. Prije zamjene starog servera odlučiti o očuvanju postojeće verzije ili izradi prijevoda. Ne preusmjeravati na IT/HR niti automatski ukloniti cijeli jezik.","proposal-only:owner-decision-required:not-deployed"
"https://www.dentvitalis.com/de/implantologie","de","Implantologie - DentVitalis - DentVitalis","","","Nema odobrene nove stranice na istom jeziku. Prije zamjene starog servera odlučiti o očuvanju postojeće verzije ili izradi prijevoda. Ne preusmjeravati na IT/HR niti automatski ukloniti cijeli jezik.","proposal-only:owner-decision-required:not-deployed"
"https://www.dentvitalis.com/de/keramik-inlay","de","Keramik-inlay - DentVitalis - DentVitalis","","","Nema odobrene nove stranice na istom jeziku. Prije zamjene starog servera odlučiti o očuvanju postojeće verzije ili izradi prijevoda. Ne preusmjeravati na IT/HR niti automatski ukloniti cijeli jezik.","proposal-only:owner-decision-required:not-deployed"
"https://www.dentvitalis.com/de/keramikbrucke-auf-implantaten","de","Keramikbrucke auf naturlichen zahnen - DentVtalis - DentVitalis","","","Nema odobrene nove stranice na istom jeziku. Prije zamjene starog servera odlučiti o očuvanju postojeće verzije ili izradi prijevoda. Ne preusmjeravati na IT/HR niti automatski ukloniti cijeli jezik.","proposal-only:owner-decision-required:not-deployed"
"https://www.dentvitalis.com/de/keramikbrucke-auf-implantaten-all","de","Keramikbrucke auf implantaten - Kompletter Zahnmangel - DentVitalis - DentVitalis","","","Nema odobrene nove stranice na istom jeziku. Prije zamjene starog servera odlučiti o očuvanju postojeće verzije ili izradi prijevoda. Ne preusmjeravati na IT/HR niti automatski ukloniti cijeli jezik.","proposal-only:owner-decision-required:not-deployed"
"https://www.dentvitalis.com/de/keramikbrucke-auf-naturlichen-zahnen","de","Keramikbrucke auf naturlichen zahnen - DentVtalis - DentVitalis","","","Nema odobrene nove stranice na istom jeziku. Prije zamjene starog servera odlučiti o očuvanju postojeće verzije ili izradi prijevoda. Ne preusmjeravati na IT/HR niti automatski ukloniti cijeli jezik.","proposal-only:owner-decision-required:not-deployed"
"https://www.dentvitalis.com/de/klinische-erweiterung-der-naturlichen-zahnkrone","de","Klinische erweiterung der naturlichen zahnkrone - DentVitalis - DentVitalis","","","Nema odobrene nove stranice na istom jeziku. Prije zamjene starog servera odlučiti o očuvanju postojeće verzije ili izradi prijevoda. Ne preusmjeravati na IT/HR niti automatski ukloniti cijeli jezik.","proposal-only:owner-decision-required:not-deployed"
"https://www.dentvitalis.com/de/kombinierte-arbeit","de","Kombinierte arbeit - DentVitalis - DentVitalis","","","Nema odobrene nove stranice na istom jeziku. Prije zamjene starog servera odlučiti o očuvanju postojeće verzije ili izradi prijevoda. Ne preusmjeravati na IT/HR niti automatski ukloniti cijeli jezik.","proposal-only:owner-decision-required:not-deployed"
"https://www.dentvitalis.com/de/kontakt","de","Kontakt - DentVitalis - DentVitalis","","","Nema odobrene nove stranice na istom jeziku. Prije zamjene starog servera odlučiti o očuvanju postojeće verzije ili izradi prijevoda. Ne preusmjeravati na IT/HR niti automatski ukloniti cijeli jezik.","proposal-only:owner-decision-required:not-deployed"
"https://www.dentvitalis.com/de/kroatien-and-rijeka","de","Kroatien und Rijeka - DentVitalis - DentVitalis","","","Nema odobrene nove stranice na istom jeziku. Prije zamjene starog servera odlučiti o očuvanju postojeće verzije ili izradi prijevoda. Ne preusmjeravati na IT/HR niti automatski ukloniti cijeli jezik.","proposal-only:owner-decision-required:not-deployed"
"https://www.dentvitalis.com/de/krone-auf-implantat","de","Krone auf implantat - DentVitalis - DentVitalis","","","Nema odobrene nove stranice na istom jeziku. Prije zamjene starog servera odlučiti o očuvanju postojeće verzije ili izradi prijevoda. Ne preusmjeravati na IT/HR niti automatski ukloniti cijeli jezik.","proposal-only:owner-decision-required:not-deployed"
"https://www.dentvitalis.com/de/krone-auf-naturlichem-zahn","de","Krone auf naturlichem zahn - DentVitalis - DentVitalis","","","Nema odobrene nove stranice na istom jeziku. Prije zamjene starog servera odlučiti o očuvanju postojeće verzije ili izradi prijevoda. Ne preusmjeravati na IT/HR niti automatski ukloniti cijeli jezik.","proposal-only:owner-decision-required:not-deployed"
"https://www.dentvitalis.com/de/kronen","de","Kronen- DentVitalis - DentVitalis","","","Nema odobrene nove stranice na istom jeziku. Prije zamjene starog servera odlučiti o očuvanju postojeće verzije ili izradi prijevoda. Ne preusmjeravati na IT/HR niti automatski ukloniti cijeli jezik.","proposal-only:owner-decision-required:not-deployed"
"https://www.dentvitalis.com/de/nutzungsbedingungen","de","Nutzungsbedingungen - DentVitalis - DentVitalis","","","Nema odobrene nove stranice na istom jeziku. Prije zamjene starog servera odlučiti o očuvanju postojeće verzije ili izradi prijevoda. Ne preusmjeravati na IT/HR niti automatski ukloniti cijeli jezik.","proposal-only:owner-decision-required:not-deployed"
"https://www.dentvitalis.com/de/partielle-prothese-mit-metallbasis","de","Partielle prothese mit metallbasis - DentVitalis - DentVitalis","","","Nema odobrene nove stranice na istom jeziku. Prije zamjene starog servera odlučiti o očuvanju postojeće verzije ili izradi prijevoda. Ne preusmjeravati na IT/HR niti automatski ukloniti cijeli jezik.","proposal-only:owner-decision-required:not-deployed"
"https://www.dentvitalis.com/de/prothese-auf-implantaten","de","Prothese auf implantaten - DentVitalis - DentVitalis","","","Nema odobrene nove stranice na istom jeziku. Prije zamjene starog servera odlučiti o očuvanju postojeće verzije ili izradi prijevoda. Ne preusmjeravati na IT/HR niti automatski ukloniti cijeli jezik.","proposal-only:owner-decision-required:not-deployed"
"https://www.dentvitalis.com/de/prothese-auf-teleskopkronen-verankert","de","Prothese auf teleskopkronen verankert - DentVitalis - DentVitalis","","","Nema odobrene nove stranice na istom jeziku. Prije zamjene starog servera odlučiti o očuvanju postojeće verzije ili izradi prijevoda. Ne preusmjeravati na IT/HR niti automatski ukloniti cijeli jezik.","proposal-only:owner-decision-required:not-deployed"
"https://www.dentvitalis.com/de/registrierung","de","Reservierungen für die kostenlose Führung - DentVitalis","","","Nema odobrene nove stranice na istom jeziku. Prije zamjene starog servera odlučiti o očuvanju postojeće verzije ili izradi prijevoda. Ne preusmjeravati na IT/HR niti automatski ukloniti cijeli jezik.","proposal-only:owner-decision-required:not-deployed"
"https://www.dentvitalis.com/de/technologie","de","Technologie - DentVitalis - DentVitalis","","","Nema odobrene nove stranice na istom jeziku. Prije zamjene starog servera odlučiti o očuvanju postojeće verzije ili izradi prijevoda. Ne preusmjeravati na IT/HR niti automatski ukloniti cijeli jezik.","proposal-only:owner-decision-required:not-deployed"
"https://www.dentvitalis.com/de/testimonials","de","Zeugnisse - DentVitalis - DentVitalis","","","Nema odobrene nove stranice na istom jeziku. Prije zamjene starog servera odlučiti o očuvanju postojeće verzije ili izradi prijevoda. Ne preusmjeravati na IT/HR niti automatski ukloniti cijeli jezik.","proposal-only:owner-decision-required:not-deployed"
"https://www.dentvitalis.com/de/testimonials-edita-karadole-schauspielerin","de","","","","Inventar od 9. rujna bilježi HTTP 404, ne dokazan trajno uklonjen sadržaj. Provjeriti stari sadržaj, sitemap, promet i backlinkove; zatim odlučiti obnova, stvarni ekvivalent ili uklanjanje. Bez automatskog 301/410.","proposal-only:owner-decision-required:not-deployed"
"https://www.dentvitalis.com/de/testimonials-zoran-roje-sportdirektor","de","","","","Inventar od 9. rujna bilježi HTTP 404, ne dokazan trajno uklonjen sadržaj. Provjeriti stari sadržaj, sitemap, promet i backlinkove; zatim odlučiti obnova, stvarni ekvivalent ili uklanjanje. Bez automatskog 301/410.","proposal-only:owner-decision-required:not-deployed"
"https://www.dentvitalis.com/de/uber-uns","de","Über uns - DentVitalis - DentVitalis","","","Nema odobrene nove stranice na istom jeziku. Prije zamjene starog servera odlučiti o očuvanju postojeće verzije ili izradi prijevoda. Ne preusmjeravati na IT/HR niti automatski ukloniti cijeli jezik.","proposal-only:owner-decision-required:not-deployed"
"https://www.dentvitalis.com/de/unterkunft","de","Unterkunft - DentVitalis - DentVitalis","","","Nema odobrene nove stranice na istom jeziku. Prije zamjene starog servera odlučiti o očuvanju postojeće verzije ili izradi prijevoda. Ne preusmjeravati na IT/HR niti automatski ukloniti cijeli jezik.","proposal-only:owner-decision-required:not-deployed"
"https://www.dentvitalis.com/de/veneers","de","Veneers - ästhetische zahnkorrekturen - DentVitalis - DentVitalis","","","Nema odobrene nove stranice na istom jeziku. Prije zamjene starog servera odlučiti o očuvanju postojeće verzije ili izradi prijevoda. Ne preusmjeravati na IT/HR niti automatski ukloniti cijeli jezik.","proposal-only:owner-decision-required:not-deployed"
"https://www.dentvitalis.com/de/zahlungsart","de","Zahlungsart - DentVitalis - DentVitalis","","","Nema odobrene nove stranice na istom jeziku. Prije zamjene starog servera odlučiti o očuvanju postojeće verzije ili izradi prijevoda. Ne preusmjeravati na IT/HR niti automatski ukloniti cijeli jezik.","proposal-only:owner-decision-required:not-deployed"
"https://www.dentvitalis.com/de/zahnaufhellung","de","Zahnaufhellung - DentVitalis - DentVitalis","","","Nema odobrene nove stranice na istom jeziku. Prije zamjene starog servera odlučiti o očuvanju postojeće verzije ili izradi prijevoda. Ne preusmjeravati na IT/HR niti automatski ukloniti cijeli jezik.","proposal-only:owner-decision-required:not-deployed"
"https://www.dentvitalis.com/decisione-implantologia","it","","","","Inventar od 9. rujna bilježi HTTP 404, ne dokazan trajno uklonjen sadržaj. Provjeriti stari sadržaj, sitemap, promet i backlinkove; zatim odlučiti obnova, stvarni ekvivalent ili uklanjanje. Bez automatskog 301/410.","proposal-only:owner-decision-required:not-deployed"
"https://www.dentvitalis.com/disinfezione","it","Disinfezione e sterilizzazione - DentVitalis","","","Novi opis klinike kratko spominje sterilizaciju, ali ne prenosi zasebni detaljni postupak dezinfekcije. Nije dovoljna sadržajna zamjena samo zato što spominje istu riječ; razmotriti očuvanje članka.","proposal-only:owner-decision-required:not-deployed"
"https://www.dentvitalis.com/en","en","Your Dentist Abroad - Dental Treatment Abroad","","","Nema odobrene nove stranice na istom jeziku. Prije zamjene starog servera odlučiti o očuvanju postojeće verzije ili izradi prijevoda. Ne preusmjeravati na IT/HR niti automatski ukloniti cijeli jezik.","proposal-only:owner-decision-required:not-deployed"
"https://www.dentvitalis.com/en/","en","Your Dentist Abroad - Dental Treatment Abroad","","","Nema odobrene nove stranice na istom jeziku. Prije zamjene starog servera odlučiti o očuvanju postojeće verzije ili izradi prijevoda. Ne preusmjeravati na IT/HR niti automatski ukloniti cijeli jezik.","proposal-only:owner-decision-required:not-deployed"
"https://www.dentvitalis.com/en/404","en","","","","Inventar od 9. rujna bilježi HTTP 404, ne dokazan trajno uklonjen sadržaj. Provjeriti stari sadržaj, sitemap, promet i backlinkove; zatim odlučiti obnova, stvarni ekvivalent ili uklanjanje. Bez automatskog 301/410.","proposal-only:owner-decision-required:not-deployed"
"https://www.dentvitalis.com/en/a-ceramic-bridge-on-implants","en","A ceramic bridge on implants - DentVitalis - DentVitalis","","","Nema odobrene nove stranice na istom jeziku. Prije zamjene starog servera odlučiti o očuvanju postojeće verzije ili izradi prijevoda. Ne preusmjeravati na IT/HR niti automatski ukloniti cijeli jezik.","proposal-only:owner-decision-required:not-deployed"
"https://www.dentvitalis.com/en/a-ceramic-bridge-on-original-teeth","en","A ceramic bridge on original teeth - DentVtalis - DentVitalis","","","Nema odobrene nove stranice na istom jeziku. Prije zamjene starog servera odlučiti o očuvanju postojeće verzije ili izradi prijevoda. Ne preusmjeravati na IT/HR niti automatski ukloniti cijeli jezik.","proposal-only:owner-decision-required:not-deployed"
"https://www.dentvitalis.com/en/a-crown-on-an-implant","en","A crown on an implant - DentVitalis - DentVitalis","","","Nema odobrene nove stranice na istom jeziku. Prije zamjene starog servera odlučiti o očuvanju postojeće verzije ili izradi prijevoda. Ne preusmjeravati na IT/HR niti automatski ukloniti cijeli jezik.","proposal-only:owner-decision-required:not-deployed"
"https://www.dentvitalis.com/en/a-crown-on-the-original-tooth","en","A crown on the original tooth - DentVitalis - DentVitalis","","","Nema odobrene nove stranice na istom jeziku. Prije zamjene starog servera odlučiti o očuvanju postojeće verzije ili izradi prijevoda. Ne preusmjeravati na IT/HR niti automatski ukloniti cijeli jezik.","proposal-only:owner-decision-required:not-deployed"
"https://www.dentvitalis.com/en/about-us","en","About us - DentVitalis - DentVitalis","","","Nema odobrene nove stranice na istom jeziku. Prije zamjene starog servera odlučiti o očuvanju postojeće verzije ili izradi prijevoda. Ne preusmjeravati na IT/HR niti automatski ukloniti cijeli jezik.","proposal-only:owner-decision-required:not-deployed"
"https://www.dentvitalis.com/en/accommodation","en","Accommodation - DentVitalis - DentVitalis","","","Nema odobrene nove stranice na istom jeziku. Prije zamjene starog servera odlučiti o očuvanju postojeće verzije ili izradi prijevoda. Ne preusmjeravati na IT/HR niti automatski ukloniti cijeli jezik.","proposal-only:owner-decision-required:not-deployed"
"https://www.dentvitalis.com/en/all-on-four","en","All On Four implant dentistry - DentVitalis - DentVitalis","","","Nema odobrene nove stranice na istom jeziku. Prije zamjene starog servera odlučiti o očuvanju postojeće verzije ili izradi prijevoda. Ne preusmjeravati na IT/HR niti automatski ukloniti cijeli jezik.","proposal-only:owner-decision-required:not-deployed"
"https://www.dentvitalis.com/en/bruxismus","en","Bruxismus - DentVitalis - DentVitalis","","","Nema odobrene nove stranice na istom jeziku. Prije zamjene starog servera odlučiti o očuvanju postojeće verzije ili izradi prijevoda. Ne preusmjeravati na IT/HR niti automatski ukloniti cijeli jezik.","proposal-only:owner-decision-required:not-deployed"
"https://www.dentvitalis.com/en/ceramic-bridge-on-implants","en","Ceramic bridge on implants - DentVitalis - DentVitalis","","","Nema odobrene nove stranice na istom jeziku. Prije zamjene starog servera odlučiti o očuvanju postojeće verzije ili izradi prijevoda. Ne preusmjeravati na IT/HR niti automatski ukloniti cijeli jezik.","proposal-only:owner-decision-required:not-deployed"
"https://www.dentvitalis.com/en/ceramic-inlays","en","Ceramic-inlays - DentVitalis - DentVitalis","","","Nema odobrene nove stranice na istom jeziku. Prije zamjene starog servera odlučiti o očuvanju postojeće verzije ili izradi prijevoda. Ne preusmjeravati na IT/HR niti automatski ukloniti cijeli jezik.","proposal-only:owner-decision-required:not-deployed"
"https://www.dentvitalis.com/en/clinical-extension-of-the-original-tooths-crown","en","Clinical extension of the original tooth's crown - DentVitalis - DentVitalis","","","Nema odobrene nove stranice na istom jeziku. Prije zamjene starog servera odlučiti o očuvanju postojeće verzije ili izradi prijevoda. Ne preusmjeravati na IT/HR niti automatski ukloniti cijeli jezik.","proposal-only:owner-decision-required:not-deployed"
"https://www.dentvitalis.com/en/combination-work","en","Combination work: Fixed-removable prosthetic solution - DentVitalis - DentVitalis","","","Nema odobrene nove stranice na istom jeziku. Prije zamjene starog servera odlučiti o očuvanju postojeće verzije ili izradi prijevoda. Ne preusmjeravati na IT/HR niti automatski ukloniti cijeli jezik.","proposal-only:owner-decision-required:not-deployed"
"https://www.dentvitalis.com/en/contact","en","","","","Inventar od 9. rujna bilježi HTTP 404, ne dokazan trajno uklonjen sadržaj. Provjeriti stari sadržaj, sitemap, promet i backlinkove; zatim odlučiti obnova, stvarni ekvivalent ili uklanjanje. Bez automatskog 301/410.","proposal-only:owner-decision-required:not-deployed"
"https://www.dentvitalis.com/en/contacts","en","Contact - DentVitalis - DentVitalis","","","Nema odobrene nove stranice na istom jeziku. Prije zamjene starog servera odlučiti o očuvanju postojeće verzije ili izradi prijevoda. Ne preusmjeravati na IT/HR niti automatski ukloniti cijeli jezik.","proposal-only:owner-decision-required:not-deployed"
"https://www.dentvitalis.com/en/croatia-and-rijeka","en","Croatia and Rijeka - DentVitalis - DentVitalis","","","Nema odobrene nove stranice na istom jeziku. Prije zamjene starog servera odlučiti o očuvanju postojeće verzije ili izradi prijevoda. Ne preusmjeravati na IT/HR niti automatski ukloniti cijeli jezik.","proposal-only:owner-decision-required:not-deployed"
"https://www.dentvitalis.com/en/crowns","en","Crowns- DentVitalis - DentVitalis","","","Nema odobrene nove stranice na istom jeziku. Prije zamjene starog servera odlučiti o očuvanju postojeće verzije ili izradi prijevoda. Ne preusmjeravati na IT/HR niti automatski ukloniti cijeli jezik.","proposal-only:owner-decision-required:not-deployed"
"https://www.dentvitalis.com/en/dental-bleaching","en","Dental bleaching - DentVitalis - DentVitalis","","","Nema odobrene nove stranice na istom jeziku. Prije zamjene starog servera odlučiti o očuvanju postojeće verzije ili izradi prijevoda. Ne preusmjeravati na IT/HR niti automatski ukloniti cijeli jezik.","proposal-only:owner-decision-required:not-deployed"
"https://www.dentvitalis.com/en/denture-on-implants","en","Denture on implants - DentVitalis - DentVitalis","","","Nema odobrene nove stranice na istom jeziku. Prije zamjene starog servera odlučiti o očuvanju postojeće verzije ili izradi prijevoda. Ne preusmjeravati na IT/HR niti automatski ukloniti cijeli jezik.","proposal-only:owner-decision-required:not-deployed"
"https://www.dentvitalis.com/en/disinfection","en","Disinfection - DentVitalis - DentVitalis","","","Nema odobrene nove stranice na istom jeziku. Prije zamjene starog servera odlučiti o očuvanju postojeće verzije ili izradi prijevoda. Ne preusmjeravati na IT/HR niti automatski ukloniti cijeli jezik.","proposal-only:owner-decision-required:not-deployed"
"https://www.dentvitalis.com/en/faq","en","FAQ - DentVitalis - DentVitalis","","","Nema odobrene nove stranice na istom jeziku. Prije zamjene starog servera odlučiti o očuvanju postojeće verzije ili izradi prijevoda. Ne preusmjeravati na IT/HR niti automatski ukloniti cijeli jezik.","proposal-only:owner-decision-required:not-deployed"
"https://www.dentvitalis.com/en/first-visit","en","First Visit - DentVitalis - DentVitalis","","","Nema odobrene nove stranice na istom jeziku. Prije zamjene starog servera odlučiti o očuvanju postojeće verzije ili izradi prijevoda. Ne preusmjeravati na IT/HR niti automatski ukloniti cijeli jezik.","proposal-only:owner-decision-required:not-deployed"
"https://www.dentvitalis.com/en/guarantees","en","Guarantees - DentVitalis - DentVitalis","","","Nema odobrene nove stranice na istom jeziku. Prije zamjene starog servera odlučiti o očuvanju postojeće verzije ili izradi prijevoda. Ne preusmjeravati na IT/HR niti automatski ukloniti cijeli jezik.","proposal-only:owner-decision-required:not-deployed"
